Text ID;Comment;Target;HS Level;;;;;;;;;
lrytas_sql_1462;"Nustok erzinti vargsus budulius, kuriems mineto malonumas tiesiog neprieinamas. Del to jie cia ir riugauja isliedami savo ""teiseta"" pykti. Kaip tie kataliku celibatiniai kunigeliai, kurie pasauliecius bando meiles mokinti, o patys slaptai arba i delna drocina arba raudonskruosciu jaunu berniuku iesko.";Catholics;Level 2;;;;;;;;;
lrytas_sql_1481;"Šita durnelė jau įtikėjo, kad yra superžvaigždė. Visą savo trumpą gyvenimėlį nesimokė, tėvų neklausė, o lakstė iš namų, valkatavo su kažkokiais islamo teroristais čiučiomis. Gal kažkas iš tų, kurie čia gina šitą kalę, paskutinį, ką pamatys prieš mirtį bus ta muslimų paklodė, rėkianti ""Allach Akbar!""...";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1481;Valink pats zinai kur ir i kur su savo hahakakaradzom atsirado sventuolis teisuolis nepisk proto su savo islamu tiesei sviesei pasau tau pis.... Is cia. Kaip nekenciu tokiu kurie skleidzia melaginga info kad tie alahmudai alahmudo isrinktieji ir nekaltiesi pasiskaitytk istorija ir daugiau. O dabar atsok ir daugiau nerasyk nieko;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1481;visi žinome, kad nei vienas islamo teroristas savo džichado akto neįvykdė savo noru: visus juos sprogdinti ar kitaip žudyti vaikus, moteris ir šiaip kitatikius privertė JAV slaptosios tarnybos, kurios nuo islamo pranašo Mahomedo laikų kartu su žydais sudarė sąmokslą prieš vargšus taikius musulmonus, kurie tenori, kad visur būtų taika ir būtų galima į žmonas imti mažametes (Irane šiuo metu 40000 žmonų yra vos 10 metų amžiaus) (irony) Kas gali netikėti islamo išpažinėju, sekančiu savo pranašu, mokiusiu, kad meluoti netikėliui yra kiekvieno musulmono pareiga, jeigu tai padeda džichadui???;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1484;didziuojasi Gadafiu, kaip ir Hugo Chavesu. Musulmonu ir babaju subinlaiziai...;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1484;Musulmonų Įstatymas Šarija leidžia pažinti tik žmonas... ir belaisves. Toji Soraja buvo Jo belaisvė, todėl Jojo elgesys su Ja nė kiek nesikerta su Islamu.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1488;Visi musulmonai jei ne dabar tai po kakiek laiko yra ir bus problema. Tai kol yra laiko Europa kazka daro, nes tuoj bus visiems pirdiks, o pirma tai tolerastams;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1529;Tai tik dar kartą įrodė, kad kuo mažiau šalyje katalikybės, tuo šalis sėkmingiau vystosi, mažiau korupcijos, daugiau savarankiškumo.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1531;Nuotraukoj tai tikra musulmone ciurka dar su blondines plaukais ir su europietes kunu.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1531;ciukcia ir musulmone bleeeeeeeeeeeeeeeeeeee!!!!!!!!!!!!;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1536;Pagal Jėzaus mokslą vynas yra kraujas (velnias), kurį per mišias geria kunigai, todėl tampa valdomi Šėtono.;Christian;Level 1;;;;;;;;;
lrytas_sql_1536;Protą atima šėtonas. O kunigai matyt agituoja už maldas šėtonui.;Christian;Level 1;;;;;;;;;
lrytas_sql_1536;Kai vienas elgiasi kvailai - jis idiotas, kai kvailai elgiasi tūkstančiai - jie religingi.;Religious people;Level 1;;;;;;;;;
lrytas_sql_1536;Bažnyčia panaši į Golgotą. Tiesa Golgotoj plėšikai kabojo ant kryžių, o bažnyčioje kryžiai kabo ant plėšikų.;Christian;Level 1;;;;;;;;;
lrytas_sql_1536;Aš irgi manau, jog būtų žymiai padoriau ir sąžningiau, jeigu kunigas būtų pasimeldęs už tai, kad kunigai daugiau niekada nebekištų savo sysalų į vaikučių kūnelius;Christian;Level 1;;;;;;;;;
lrytas_sql_1536;Tikrai kad kunigų debilizmas stebina Lietuvoje. Ar tai čia toks Dievo tarno elgesys? Ar kažkokio susierzinusio nomenklartūrininko? Žemas poelgis, dvasiskas tėveli, asmeninių sąskaitu suvedinėjimui nepadoru painioti kitus tikinčiuosius, bažnyčios tribuną, religines šventes.;Christian;Level 1;;;;;;;;;
lrytas_sql_1536;na tai vardinkim visu seimo nariu ir izymybiu vyrusir marcias -pirmyn ,kieno zentas marokietis ,kieno siomalietis ,kieno is malio,kieno is zimbabves ---ar cia nusikaltimas ,kad ponia lavaste turi siapavarde ,ar straipsnis apie jos pavarde,jeigu kunigas laike iskilmingu misiu uzsiimapletkais,tai ko i ta baznycia eiti ,jeigu iseini ne su dievu sirdyje o su abejone ar jis tinkamas eiti sias pareigas,o gal ji paveike per ispazinti senu davatku blevyzgos;Christian;Level 1;;;;;;;;;
lrytas_sql_1536;o ko jus tikites is burtininku. Juk kazkoks kunigelis, zeme pasisavines, prakeikinejo teisybes beieskancius. Taip sakant cto ohraniajest, to imeesh.;Christian;Level 1;;;;;;;;;
lrytas_sql_1553;nuo kada Talibano ,kovotojai uz laisve? tai musulmonu extremistu kovotojai,niekas ten asile civiliu nesaudo;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1558;vienu landsbergio sub..laižiu mažiau,gal bažnyčioje nors kiek bus galima atrasti paguodos,atjautos,paprasčiausio žmogiškumo,o ne tik šlykščios marsietiškos politikos...;Christian;Level 1;;;;;;;;;
lrytas_sql_1558;backius tikras komunistas,netgi baisiau,didžiulė gėda,kad tokie išgamos yra kunigai.;Christian;Level 1;;;;;;;;;
lrytas_sql_1558;Kiek žinoma šitas ilgaskvernis nemylėjo Lietuvos,niekino skurdžią Lietuvą ir su malonumu išvažiuoja savo Italijon.Žydų bažnyčia yra marazmas ir beprotybė-mes buvome ir liksime pagonimis.;Christian;Level 1;;;;;;;;;
lrytas_sql_1558;PAGRASINO KAD IMSIS IPATINGU PRIEMONIU PRIES ISKRYPELIUS KUNIGUS , VISUS VIESAI PASKELBS ,ATSKIRS NUO BAZNYCIOS VISUS PEDERASTUS-PEDOFILUS , BACKYS ILGAI NELAUKES TESKE ANT STALO PAREISKIMA ,KAD SAVO NORU AUTUS NESA.;Christian;Level 1;;;;;;;;;
lrytas_sql_1558;kard. Backis atsiveze G. Grusa i Lietuva, kad ji padarytu vyskupu ir paliktu savo vietoje Vilniuje. Visi kiti Vilniaus arkivykupijos kunigai buvo pastumti i sali, svelniai tariant. Melskimes, kad kitu kardinolu jis netaptu, o juo butu nominuotas tikras lietuvis vysk. Kestutis Kevalas. Amen;Christian;Level 1;;;;;;;;;
lrytas_sql_1562;Islamas ne taikos religija. Tai religija-nusizeminti Dievui(Allah) kaip arabai sako, jam tarnauti, fanatiskai tarnauti. Tik ar sito norejo Dievas?;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;Atsakymas toks. Islamistai metė iššūkį ne religijai, bet Amerikai. Sunaikino daug nekaltų ir nereligingų žmonių. Teroristai neneigia , kad yra islamistai. Gavo atsaką. O tu rašai didžiosiomis raidėmis reiškia - rėki. Man atrodo, kad tu ne protas ,o be proto.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1564;Siais laikais sunku surast negerianti kuniga ,o jie nori statybininko.Svajokliai;Christian;Level 1;;;;;;;;;
lrytas_sql_1562;nebukit uzkieteje susikti rasistai tokius rasistus kaip jus tik ir naikint ka kam musulmonai blogo padare ?Katalikai juos naikino renge kryziaus zygius, zude ju moteris ir vaikus.JAV isiverze y Iraka vel zude musulmonus . Gazos rouzia zydai skerdzia musulmonus.Ka jie blogo jums padare? nieko? tai atsikniskit ,daugiau dulkinkites ir waiku gimdikit ir jusu bus pasauli daugiau!;Catholics;Level 2;;;;;;;;;
lrytas_sql_1562;Protas teisus...religija,tai opiumas liaudziai....matyt musulmonai bus perdozave...37 komentaras irgi teisingas...tai, kad musulmonai nesupranta apie, ka kalba Koranas yra tik ju silpnaprotystes paseka...jug ir krikscionys dar iki siol nesupranta Biblijos...;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;"O musolmonai dar baisiau apie katalikus varo ir dar labiau ju netoleruoja,negu katalikai musolmonu. Primesk,nuvaziaves i Saudo arabija negali tureti kryzelio ant kaklo arba biblijos kisenej; nuvaziaves i Irana moteriai reikia uzsiristi skarele,kitaip neiseisi is lektuvo. Pries rodydamas tolerancija,pasidomek kiek tu jos atgal gausi,kad nenusiviltum.";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;Ka cia paistai.Musulmonai-zmones?!Jie laiko save zmonemis tik mes ne zmones o kiaules anot ju.O pagal korana kiaules titatikes reikia skerst.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1562;ei,jus komentatoriai,tai pagal jumi musulmonai ne zmones? idomu,kas butu,jei butu,jei apie katalikus musulmonai sitaip varytu..iraudusiais nuo pykcio veidais vaiksciotumete! ar verta sitaip niekinti juos?jie tokie gime ir to nepakeisi..kiek zinau daugelis krikscioniu netiki i Dieva...o cia tai jiems susimastyti reiketu del to..;Catholics;Level 1;;;;;;;;;
lrytas_sql_1562;Krikscionybe labiausiai papludusi ir ziauriausia religija kolkas per zmonijos istorija. Nes dauguma karu ir zudyniu sukelta krikscioniu.;Christian;Level 1;;;;;;;;;
lrytas_sql_1562;"28 am žmogau, ar Tu irgi žiurkė.Žmogus aukščiau visų tiesų, nes tiesų daug, o teisybė viena.Koranas nekalba apie žudymą.Nemokšos religijose negali turėti savo nuomonės. Sėkmės ""žiurkėms"" ŽIURKĖS"" metuose.";General;Level 1;;;;;;;;;
lrytas_sql_1562;kaip paaiškinti tokį dalyką, kaip musulmonų veržimasis į Europą, kur ieško geresnio gyvenimo, pragyvenimo, išsilavinimo, o stengiasi toje Europoje įsitvirtinę savo tradicijas išlaikyti gilioje religijoje, kitaip sakant nori naudotis kitų sukurtu geru ir nenorėdami tobulėti patys.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;niu normaliai cia, musulmonu nekenciu.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;Na ka gi... Musulmonui uzmusti kitos religijos zmogu yra labai gerai. Jie poto didziuojasi tuom..Keisti jie tokie. Ir siaip tarp teroristu vieni musulmonai..;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;"Krikščionybė yra šio pasaulio vėžys. Visi šių dienų pasaulio konfliktai su musulmonais yra užprogramuoti dar Kryžiaus žygių metu, kuomet krikščionys kardu ir karais bandė primesti visiems kitatikiams savo religiją. Prisiminkim Kryžiaus žygius, inkviziciją, ""raganų"" deginimą ant laužų ir galų gale pusė išnaikintos Lietuvos ir Žemaitijos. Tokia religija kaip krikščionybė, neturi teisės aiškinti kitiems, kas yra gera ir kas yra bloga, kai pati yra paremta prievarta ir milijonais žmogžudysčių.";Christian;Level 2;;;;;;;;;
lrytas_sql_1562;Ir,kiek supratau iš straipsnio, krikščionybė plinta ten,kur didžiausiais badas, nelaimės ir žemiausias pragyvenimo būdas. Vadinasi -ši religija neatitinka laikmečio ir nespėja su juo. Tai daug ką pasako.;Christian;Level 1;;;;;;;;;
lrytas_sql_1562;Nereikia leisti musulmonams užvaldyti pasaulio. Žiūriu, kitos šalys per daug atlaidžiai juos priima, suteikia pilietybę, visas soc. garantijas. Tie paskui kelia vis daugiau reikalavimų.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;siulau per google susirasti FITNA-toks 17min filmukas apie musulmonus...sokas garantuotas.va ir mususlmonai.kokio velnio juos reikejo pas mus isileisti????;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;"Kitas dar dalykas gaunasi: kol musulmonu gims daugiau, tuo labiau kiekvienas ju blogiau gyvens... o katalikai - geriau. Gaunasi ""nelygybe"", ir kai mullos tai isnaudos, gausis katalikai kalti. Konfliktas garantuotas ilgam laikui... panasiai kaip Amerikoje (balti/juodi).";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1562;greitai musulmonu bus daugiau nei zmoniu;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1576;kas prieš Venckienę - priešai. Visi pedofilai. Nedrįskit teršt garbingo žudikų, spekuliantų ir kunigų klano;Christian;Level 2;;;;;;;;;
lrytas_sql_1586;grynai horoskopinė, burtininkų religija žmones išveda iš kelio. Paskaitykite š. m. kovo 28 dienos komentarus.;General;Level 1;;;;;;;;;
lrytas_sql_1588;Tinka visiems be išimties: Į šventąjį Arkangelą Mykolą--- Šventasis Arkangele Mykolai, Apsaugok mus nuo religinių debilų,susirink juos visus ir pasiimk su savimi.Visam laikui.Ačiū.;Christian;Level 1;;;;;;;;;
lrytas_sql_1588;Taip,astrologija išveda žmones iš proto, nekudyshna burtų religija.:)Balsuojat spameriu matosi.Trolinat?;General;Level 1;;;;;;;;;
lrytas_sql_1579;Nemanau, kad JAV elgesys pasaulinėje plotmėje būtu klaidingas. Lengva kalbėti, patarinėti, bet daryti sprendimus ... . Energetiniai klausimai, teroras iš nesveikai mąstančių islamistų pusės, kažkas turi apginti žmoniją. Gi visi matome kas vyksta Rusijoje, Baltarusijoje, Kinijoje. Taip, galbūt pasitaiko klaidų, bet kažkas privalo kovoti su blogiu.;Muslims (Islam);Level 2;;;;;;;;;
lrytas_sql_1596;jau panasiai satanizuojasi ypac kataliku sektantai ir ju kunigai- NESUPRANTU TAI KA DEL SITOS SATANISTINES- materialistines apeigos -reik suteikinet DVIGUBA PILIETYBE, nu pabesdejo kunigas net nosi riecia;Christian;Level 2;;;;;;;;;
lrytas_sql_1596;"Tai ko palikai savo tevelius?Kas tau neleidzia but kartu?.Ir tau kunigeli nesprest apie vaikus,nes tu neturi ju.Tu atejai is seimos,bet ka tu pasiulysi i savo vieta?-juk jus nesidauginat.Kunigeliai naikinat Tauta(katalikus),nes siuo metu labai populiarus legalus biznis PINIGU(""vokeliuose""kai kurie turit,ir ne po viena vaika).Nebesiplesiu-truputi issirekiau.";Catholics;Level 2;;;;;;;;;
lrytas_sql_1602;Ne,čia kvailų senų bobų puslapis.Dar kartais paršinėja keli religiniai kvailiai.;Religious people;Level 1;;;;;;;;;
lrytas_sql_1609;užsakė mišias... o kokia iš tų mišių nauda, apart to, kad kunigai pasipelnys? Visai žmonės blūdija.;Christian;Level 1;;;;;;;;;
lrytas_sql_1622;Matematika yra faktas, tikyba/religija smegenu plovimas ir manipuliacija.;Religious people;Level 1;;;;;;;;;
lrytas_sql_1622;"jei tikybos pamokos būtų privalomos, o klasėje vaikai išpažįsta kokia 10 skirtingų religijų, tai kaip su mokytojais tada? o Lietuvoje nėra valstybinės religijos ir tegu jis nesvaigsta, nes po prievarta brukamo mokslo kratosi labiau, o matematika yra būtinybė, ko nepasakysi apie tikybos pamokas, kurių dėka mano sūnus dabar agnostikas, o kitas tai tikriausiai velnias , nes į bažnyčią nenutempsi, ;D";Christian;Level 1;;;;;;;;;
lrytas_sql_1622;Kiek tau simokejo katalikpalaikių kunigai-PEDOFILAI už tai kad prastumtum ta idiotiska istayma ????;Catholics;Level 2;;;;;;;;;
lrytas_sql_1622;Tomasevski komsomolcas iesko popularumo,bala jo nemat bet katalikybe su savo laisvemis ir kompromisais ir nykstanciomis seimomis uzleis vieta bekompromisinems musulmonu idejomis su gausiomis seimomis;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1622;"geriau katalikai negu sektantai ar kokie musulmonai.prisiminkim kusaites istorija..beje,NETIKINCIU ZMONIU NERA!!!!tik taip vadinami ateistai uzmaskuoja dievo varda zodziu ""likimas"",""gamta"" ar pan.";Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1622;Kokio proto ir kokio intelekto reikia buti, kad religija laikyti gyvenimo pagrindu.;Religious people;Level 1;;;;;;;;;
lrytas_sql_1622;Kokia tamsuma... Lygina mokslą su žydų liaudies pasaka. Jei ir mokyti, tai ne kokios nors religijos pagrindų, bet dėstyti religijotyrą, viską apie visas pasaulio religijas, sudaryti sąlygas žmogui lavintis ir jis supras, kad dievą sukūrė žmogus.;Jews ;Level 1;;;;;;;;;
lrytas_sql_1622;tai žmogus nemato skirtumo tarp tikybos ir matematikos? Ir ką jis čia nupeza, kad religija yra visų mūsų gyvenimo pagrindas? Tegu jis šneka už save, o ne už visus. Nu kas dar per liaudies durnumas yra, kad prirenka Seiman visokių tokių... atsilupėlių, atsiprašant;Religious people;Level 1;;;;;;;;;
lrytas_sql_1623;nevaryk čia savo religinės propagandos. Tam yra religijos puslapis ir ten rašinėk savo pezalus apie senovės pasakų personažą dievą ir prašyk iš jo dovanų, nes jis yra kalėdų senis suaugusiems:)));Religious people;Level 2;;;;;;;;;
lrytas_sql_1632;Musulmono negalima isileisti ne tik i Europos Sajunga,bet ir i futbolo aikste.;Muslims (Islam);Level 1;;;;;;;;;
lrytas_sql_1665;siaubti bažnyčias nedidelis griekas;Catholics;Level 3;;;;;;;;;
lrytas_sql_1674;Nei vienas alkoholikas neiskeite butelio i baznycia.Net kunigai turi savo anoniminiu alkoholiku grupe,turbut vien tikejimo neuztenka!;Christian;Level 1;;;;;;;;;
lrytas_sql_1674;Kodel kai zmogus is zemesnio lygio eina auksciau ir atsisako blogu iprociu Lietuvai katalikai tai nepripazysta.Juk tam ir Dievas siunte savo sunu Jezu,kad visus gydytu.Juk tikejimas mus veda i slove.O apie sektas kas raso jus pasiskaitykite daugiau literaturos ir Krikscionybe nepainiokite su sektomis.;Catholics;Level 1;;;;;;;;;
lrytas_sql_1688;"Nesistebėkit, tai neišvengiama, kuomet žmonės atsisako Izraelio Dievo ir Jo Vienturčio Sūnaus Jėzaus Kristaus. Ką krikščionys pasiekė aukodami savo gyvybes, dabar prarandam vėl: youtube.com/watch?v=U5RawppkXNU ; youtube.com/watch?v=TqGRA8ds4aM ; youtube.com/watch?v=4Z0gHc5Rls8";Christian;Level 1;;;;;;;;;
lrytas_sql_1713;"BRANGŪS TAUTIEČIAI! Žuvų, taigi, krikščionybės ir žydų era, baigėsi, jau viešpatauja Vandenis, taigi, Intelektas. Tačiau nueinantieji labai labai priešinasi savo baigčiai, todėl perėjimas iš vienos eros į kitą yra labai apsunkintas. Visi Lietuviai yra Pagonys, o mes visi -- paskutiniai Europos Pagonys. Krikščionybė Lietuvoje yra p r i e v a r t i n ė ir svetima. 1000 metų europiniai perėjūnai žydai-kryžiuočiai kalaviju ir ugnimi naikino, ir tebenaikina, Lietuvių Tautą ir Lietuvybę. Mano akimis žiūrint, mūsų Tauta yra skilusi į tris dalis: 1) išlaikę savąstį, išlaikę atmintį, išlaikę tapatybę -- tikrieji Lietuviai pagonys, 2) nelaimingos išprievartautos, ir dėl to išprotėjusios, sielos, šliaužiojančios keliais ir bučiuojančios žydlavonio kojas, 3)neprotaujantys tamsuoliai, panirę į obskurantizmą, kuris palaikomas valstybiniame lygmenyje. Paskutinius 2160 metų Žemės ašis keliavo Žuvų ženklo era, atsirado, įsigalėjo ir plito krikščionybė, kuri yra ne kas kita, kaip hebrajų folkloras. 2012 metai susiję ne su mitologija, bet su astronomija, toks reiškinys vyksta kas 26 tūkstančius metų: baigiasi dar vienas astronominis periodas, ir Žemė grįžta į tą pačią padėtį, kurioje buvo prieš 26000 metų. Įrašas akmeniniame Majų kalendoriuje: ""Laikų pabaiga"" reiškė ne Pasaulio pabaigą, o T I K eros, Žuvų eros, pabaigą. 2012 m. gruodžio 21-22 dienomis, per Žiemos Saulėgrįžą, Žemės ašis perėjo į Vandenio erą, kurios pagrindiniai bruožai -- intelektas ir nonkonformizmas, išlaisvinta sąmonė ir dvasinių vertybių viršenybė prieš materialines. Gali būti, kad vietoj lauktos Pasaulio pabaigos sulauksime kvantinio sąmonės šuolio, kuris iš esmės turėtų pakeisti Pasaulį ir jo vertybes. Tikėkimės.";Other Christian;Level 1;;;;;;;;;
lrytas_sql_1711;Visiškai pritariu 5-am. Tai gal pradėkime ant laužo deginiti netikinčius?! Kodėl laisvoj šaly negalima turėti kitos nuomonės, kodęl ją per prievartą perša bažnyčia? NETIKI ARBA DARAI NETAI KAM PRITARIA BAŽNYČIA - ESI BLOGIETIS.... SUDEGINT, IŠMESTI, PAŽEMINTI!;Christian;Level 1;;;;;;;;;
lrytas_sql_1711;katalikiškų tradicijųkatalikiskos tradicijos buvo pries 300 metu deginti zmones, prisidengiant dievo sklebimu ir setono varymu. TEGUL TIK ČIAUPIASI SU SAVO KATALIKYBE.;Catholics;Level 2;;;;;;;;;
lrytas_sql_1711;penkatadienis, oi sedes homikai su staciais ir isakrypusios damos su slapiom- tikra katalikiska orgija;Catholics;Level 1;;;;;;;;;
lrytas_sql_1711;Kazkokia nesamone, o kur siuo atveju tolerancija netikintiems? Koks skirtumas zmogui kuris netikintis ar velykos ar ne - nori linksmintis lai linksminasi. Cia kaip per ramadana - musulmonai badauja, bet tai nereiskia kad visi kitatikiai taip pat turi badauti, ir tai normalu. Taigi isvada tokia kad krikscionys tegul kaupiasi, stena, bijo savo dievo, o normalus zmones niekam netrukdydami tegul pauzhia!;Christian;Level 1;;;;;;;;;
lrytas_sql_1739;TOKIA PSICHOTRONIKA YRA VYKDOMA PANAUDOJANT PIRAMIDES, RAGANIUS,KURIE VISKĄ SUŽINO IŠ PAČIŲ ŽIOPLŲ ŽMONIŲ.JIE GI NESUPRANTA - PASAKOJA KAIP KOKIAM KUNIGUI,O ŠIE,ŽINOMA TIK PASINAUDOJA TUO. VISOKIE MŪŠIAI,KAD UŽVERBUOTI TOKIUS RAGANIUS.;Religious people;Level 1;;;;;;;;;
