text,Americans,Arabs,Belorussians,Caucasians,Central-Asian,Chinese,Dark-skinned,Indian,Japanese,Jews,Koreans,Latvians-Estonians,Lithuanians,Mexicans,NA,Other,Other-African,Other-Asians,Other-European,Palestinians,Poles,Roma,Russians,Ukrainians,Canadians
"Juvenalinė justicija, juvenalinis fašizmas Seime patyliukais, pamažėle skinasi kelią. Ir ši šalaševičiūčių-žiobienių grėsmė kybos tol, kol aiškiai ir garsiai nepasakysime: auklėjime fizinės bausmės - GALIMOS. Neprivalomos, bet galimos, o dėl bausmės griežtumo sprendžia tėvai.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Jėzaus žudikai teigia,kad patys palestiniečiai susprogdino",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Jūs pirmiau galvas išsiplaukit:jūs KĄ,nežinot kas tokie VALDO?JI darys viskĄ,kas JAI liepta,kai daro putinas,obamas,merkel ir visi kiti KARŪNUOTIEJI...-pastumdėliai...Alia,ti ksliai-arabė jau kokiam dvidešimtam mėnesy:įdomu kokia futbolo komandą pagimdys:)?Gi,tik ž..ydės gimdo iš šventos dvasios:)...",,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
"Jūsų vienos komentaras gražus. Daugiau visi pasiutę it velniai. Į savo tautą tegul atidžiai pasižiūri,- ogi visokių yra. Geros dienos ✌️",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Jų kultūroj tėvas turi rūpintis vaiku-labai gražu. Mūsų kultūroj-svarbiausia prestižas. sabatauskas susimovė su morale--tėvo negali pasirinkti..jis bando pasirinkti žentą ir jam nepasisekė..,,,,,,,,,,,,,,,0.0,,,,,,,,,,
KACAPAS LIKS KACAPU...ISIDEK IGALVA IR TAS SUOMIS TAIP PASAKYS...KIEK KACAPU PAGULDE GALVU 10.000..SUOMIJOS ZEMESE..IR TIK DEL TO NES KACAPAS YRA BE GALVOS....STAI KOKIA VALSTYBE KURI NESAUGO SAVO KARIU..NA JUK RUSKIS VISAD PROTU NEPASIZYMEJO...JAM BELE SU SAKEM PRIES TANKA ''ZA RODINU''...,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"KAIP SUTINKAMI GELBĖTOJAI ,O NE OKUPANTAI",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"KERRYS parlamente atsisaudineja nuo senatoriu,per CNN,HA HA, Mackeinas pasiule tiekti ginkluote UKRAINAI,o KERRYS atsake,o kas zada kariauti su RUSIJA, visi senatoriai iskarto nutilo,tas pats ir Mackeinas",,,,,,,,,,,,,,,0.0,,,,,,,,,,
KLAUSIMĖLIS : AR GALIMA VADINT PAŽANGA KAI PO 20 METU CIVILIZACIJOS ĖJIMO PIRMYN O NE ATGAL PVZ - NATŪRALIUS MAISTO PRODUKTUS PAKEIČIA CHEMIJA ARBA MOKESČIAI PAKYLA IKI LUBU KAINOS IRGI IR T.T. TIK NEREIKIA PUS ARABU IR KABINT ARABZYDISKU - KIAULESNUKINIU MAKARONU !!! PAGIEDOKIT !!!,,,,,,,,,,1.0,,,,,,,,,,,,,,,
KLAUSIMĖLIS : AR REIKALINGI LIETUVAI TOKIE UŽSIENIO TAUTYBIŲ IŠTAKAS TURINTYS TARPININKAI ATSTOVAUT LIETUVA JUK LIETUVOJE PILNA SAVU INTELEKTUALU SU EUROPIETIŠKOM GIMINES IŠTAKOM O NE ATSIBASTĖLIU IS ARABIJOS IZRAELITU LIBANU IR T.T. KITU ARABU AFRIKIEČIU AZIJIEČIU CIUKCIU IR T.T. !!! PAGIEDOKIT !!!,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
KLAUSIMĖLIS : JEI NET SAVO ŠIKNASKYLIU NESUGEBĖJO APSAUGOT TAI KAIP JIE SAUGOJO SAVO TAUTA IR TAUTIEČIUS - VISIŠKI NULIAI SVARBU UŽ ARABZYDZIU TIKĖJIMA GYVI BUDAMI KELIAIS ĖJO IR PALAIMINIMA BUCIUODAMI KOJAS ARABZYDZIUI ANT PLIUSO GAVO TAIP IŠEINA KAD NE TAM MELDESI !!! PAGIEDOKIT !!!,,,,,,,,,,1.0,,,,,,,,,,,,,,,
KLAUSIMĖLIS : KO TAIP KAI KURIE LIETUVOS GYVENTOJAI TROKŠTA ATIDUOT SAVO DVASIA PRIMESTAM ARABZYDISKAM TIKĖJIMUI IR DAR TOKIE NEPATENKINTI KAD NELEIDŽIA PABUČIUOT ŽYDO CIUCELAI PRIKALTAI PRIE PLIUSO I KOJOS NYKSTI - SIAUBAS KO JUMS BLOGAS PROTĖVIU BALTIŠKASIS TIKĖJIMAS IR TAI XXI a. RAGAVĘ MOKSLO ZINIU HOMO SAPIENS XA XA XA O XO XO XO........ KOKIA GEDA !!! PAGIEDOKIT !!!,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
KOKIS DAR PAS KACAPUS GERESNIS BALANCAS JEIGU PAS JUOS TIK + 22 ; O PAS K + 46 TAI PAS KA CIA GERESNE TAI KUR CIA GERESNE,,,,,,,,,,,,,,,,,,,,,,,1.0,,
KOKIŲ PROBLEMŲ TURI lenkai LIETUVOJE? JAU LIETUVIAI TURI PROBLEMŲ SAVO ŠALYJE...,,,,,,,,,,,,,0.0,,,,,,,,,,,,
"KOL KOREJIECIAI NEISGRUS JANKIU IS SAVO ZEMES, TOL TEN ITAMPA BUS. TAS PATS BUVO VIETNAME, KOL PIETU VIETNAMO REZIMA REME IR TEN SAVO KARIUOMENE LAIKE JANKIAI. TADA IRGI VISA PASAULI JANKIU PROPAGANDA GASDINO SIAURES VIETNAMU. TACIAU VIETNAMIECIAI IGRUDO JANKIUS IS SAVO ZEMES IR VIETNAMAS TAPO VIENTISAS, JOKIU KONFLIKTU TEN NEBERA.",1.0,,,,,,,,,,,,,,,,,,,,,,,,
"KONSTITUCIJOS 2 str. sako: LIETUVIŲ VALSTYBĘ KURIA TAUTA. SUVERINITETAS PRIKLAUSO TAUTAI. taigi mūsų proteviai balti lietuviai sukūrė valstybė, todėl dabar ši baltų lietuvių valstybė ir suverinitetas priklauso mums, nes pagal genus ir paveldėjimą visi lietuviai yra baltieji, o ne juodieji. O L. Ryto internacionalistai - rasistai varo rasistinę juodukų propagandą. Geriau jau vietoj dirbtinio moterų apsėklinimo sutelktų jėgas kovai prieš juodųjų rasizmą Europoje.",,,,,,,1.0,,,,,,,,,,,,,,,,,,
Ka as galiu pasakiti,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ka bedarytu kraugeriai zyderos, vakaru piderai vaidina jog nepastebi. ",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Ka dabar kalbet ir rankom skesciot ponas Sabatauskai,reikejo dukra tinkamai auklet vaikystej.Tai ir visas reikaliukas.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Ka nori pasakyt,kad ZEMAICIAI irgi Lenku palikuonis??",,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,
"Ka padarysi, lai megaujasi seksu su riausininku rases sutverimu, svarbiausiai kad nesuterstu lietuvisku genu. O jeigu pastotu nuo negro, turetu darytis aborta. Apsvieskite tai jaunai kvaisai apie negrus, kas per jie tvariniai. Juk gal jos drauges yra gyvenancios ir uz Lietuvos ribu, tad puikiai zino ta juoduju rase.",,,,,,,1.0,,,,,,,,,,,,,,,,,,
"Kacapų ir bulvės mišinys ko norėt ,vyt lauk visus",,,1.0,,,,,,,,,,,,,,,,,,,,,,
"Kad Dievas Lietuvai duotų daugiau tokių Kronkaičių. Tai puikus specialistas, nuostabus žmogus ir labai išprūsęs. Ačiū jam už tai, kad savo protu ir visomis išgalėmis prisidėjo prie Lietuvos išsaugojimo. Duok Dieve jam sveikatos.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kad puls tai durniui aisku bet kada? va cia jau reikia eksperto,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kad taptu džigitu muslimas turi išdulkinti savo motina,,1.0,,,,,,,,,,,,,,,,,,,,,,,
"Kad ten rusai su Ukrainietiškais pasais visus sušaudyti už tėvynės išdavystę , jai pasirodytų kad tai svetimšaliai visus paleisti sušvirkštus polonio i subines.",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"Kad tie juodukai babajai dirbtu kaip zmones niekam jokiu blogu nuostatu apie juos neturetu. Pati europa senoji bando juos pravyt tik jau neimanoma.Cia didele problema su kuria europa nezino kaip kovot, o lietuviai subinlaiziai nori but vis europieciais, jauciasi kad yra zmoniu kepalus vietoj galvu nesiojancius.Tik zmoniu pasipriesinimas gali sustabdyt imigracija, tai diskriminacija vadinama, isdalies palaikau tuos skinus kurie nors primazina imigracijos tempus.",,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
"Kada ,Tave batia, tauta nuvers, a? Tavo rankos baltarusiu krauju, ne karta buvo suteptos ir vis dar tepamos! Ginkluok tauta savo dinastijos nuvertimui, zuiki negerbiamasis!",,,0.0,,,,,,,,,,,,,,,,,,,,,,
"Kada bus ivestas tiesioginis valdymas tose savivaldybese kur ignoruojami Lietuvos istatymai, ar palauksim dar vieno pilsudskio",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kada gi mūsų spec. tarnybos pasodins tą dvidešimt provokatorių ir agitatorių rašinėjančių delfijyje iš skirtingų IP adresų, skaitai komentarus ir supranti kad tai to paties bolševiko rašytas komentaras, bet iš kito IP adreso",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kada lietuviams nusibis gyenti saltuose interjeruise..,,,,,,,,,,,,,0.0,,,,,,,,,,,,
"Kada mūsų patys lietuviai šitokias kalbas kalba aišku santykiai blogės.Aš manau jie susitvarkys .Tik laiko klausimas.Aš esu už tai ,kad lenkai išmoktų lietuviškai.Kaip niekas nepagalvoja ,kad juos skriaudžia patys vietinės valdžios lenkai.Žmonės nemoka lietuvių kalbos ir nežuno kas vyksta lietuvoje,nežino kokie yra įstatymai jie nieko nežino.Kodėl į tai niekas nekreipia dėmesio.Kodėl niekas netikrina tų savivaldybių kur vadovauja lenkai.Iš ten jokių žinių nežinome ir mes gyventami toliau nuo to krašto.Ar kas nors girdėjo per radiją ra televiziją ,kaip žmonės gyvena Šalčininkų rajone,ar ten kas nors nuvažiuoja.Turbūt todėl ,kad mūsų valdžios vyrai neišmokę mažumų kalbos žino,kad ten nesusikalbės.Nesuprantu aš tų žmonių kurie kalba ,kad lenkams nereikia mokėti lietuviškai.Jiems reikia mokintis lietuviškai dėl to kad žinotų visas teises ir įstatymus ir būtų lygus bet kokiame ginče bei tiesos sprendimuose su visais lietuviais kartu.",,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,
"Kada nustos žydai lobti iš žmonių kartos, kuri tą holokausta žino, tiek pat, kaip amerikonai išnaikino indėnus, vokiečiai – prūsus, ar koks Vytautas didysis buvo Lietuvos valdovas. Tai jau istorija ir nereikė Lietuviškos žemėlės darkyti žydų kaulais, nes ji visa nuklota buvusių kovų kaulais.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Kada rusai paskelbė šio karinio nusikaltimo įrodymus, išsigandę banderovciai suskubo retušuoti savo paleistų iš vakarų pusės ""Buk"" sistemos raketų nuotraukas.",,,,,,,,,,,,,,,,,,,,,,,,1.0,
Kada tie žydai priris jiems mažai ir mažai ir visas pasaulis jiems skolingas,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Kadangi musu abecelei nera W, tai reiktu rasyt V V ir atitinkamai skaityti,pvz. Tamosev vskis.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kadangi teigiate, kad „Lietuviai tarnų neturi“(433), tai kol gyvas noriu žinoti, kam tarnauja Jūsų „persekiojami“ žydai? Rūpi: ar žydai gyveno Lietuvoje ir Vytauto Didžiojo laikais? Jei ne, kada jie „atsibastė“? __*Prosenis•Åntanas",,,,,,,,,,1.0,,,,,,,,,,,,,,,
Kai Rusija bandė kariauti su Vokietija - vokiečiai per porą savaičių nuvažiavo iki Maskvos. Ar tu tikiesi kad ir dabar amerkonai rusams duos tušonkės ir studebekerių? :),0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,
"Kai Ukrainiečiai maidane padangas ir policininkus degino, tai kaip ir norma buvo ar ne? Ir kaip suprasti kai nauja LAIKINOJI valdžia pirmu įstatymu uždraudžia rusų kalbą? Ar čia ne fašizmas? O kas už tai moka ir kas tai skatina? Ogi amerikiečių žvalgyba.",1.0,,,,,,,,,,,,,,,,,,,,,,,,
"Kai Vilniuje nebegalesi iseiti i gatve, kaip tada kakariekuosi ? Mulu, mustafu, ir visokio kitokio invazinio sudo, pilnos gatves",,1.0,,,,,,,,,,,,,,,,,,,,,,,
"Kai apie lenkus kalba uzeina - visi ahujieni patriotai komentaruose. Dabar kielbasa pigesne Polskoj, tai Marijampales ir kitos Marijas zemes patriotai Golfukais pas nekenciamus poliakus kelbasos paciulpt isdundejo. sutaupys 13 Litu 90 centu. Bet vistiek puse dienos pratarcialins hui znajet kur ir nekenciamiem poliakam valiutos dar paliks",,,,,,,,,,,,,,,,,,,,,1.0,,,,
"Kai bailių amerikosų subinytės svyla, tai dzin jau draugų gyvybės ir deklaruojama meilė laisvei bei demokratijai. Labai šustri tik iš nuotolinio drono sprogdint vestuvininkus tfu",1.0,,,,,,,,,,,,,,,,,,,,,,,,
"Kai dėl abortų draudimo, tai senos pindesos rėkia, kad draudimais nieko nelaimėsim, o dabar pačios siūlo draudimus. Ar čia paprasčiausia veidmainystė ar kažkas giliau?",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kai nueisit i zoo pas bezdziones, ir elkites taip, kaip jos.",,1.0,,,,,,,,,,,,,,,,,,,,,,,
"Kai palestiniecius iskeldinet is ju teritorijos ir ikurinet savo zydelius, tai buvo drasus visada, ir niekas is ""demokratisko"" pasaulio ne zodzio nepasake. Bet tik pyst gavo truputi pyzduliai ir jau visi palaikyma reiskia, nors patys yra dideli agresoriai. Dvigubi standartai, gal reiktu pasmerkt ukraina kad ji kovoja del savo uzimtu teritoriju...",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Kai rusai paleis nuodingas dujas, tai kur slepsimes? Per radija sake, kad sleptuves aoleistos, bando privatizuoti, bet niekas neperka, o valdzia tai sau turi.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Kai subine dega tai su viskuo sutinka šitas urodas... Palauk , paciupines tave žydukai, ne su to dar sutiksi, vaikzudy pasmirdes",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Kai susipyko su savo sazine, ir pradejo parsidavineti bet kam, kas daugiau mokejo.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kai tik užeina į parduotuvę romų tautybės žmonės, tai kažkas baisaus kaip jie elgiasi, nes daro ką nori valgydami saldainius ir šūkauja imdami prekes, o paskui palieka salės viduryje ir dar naglai elgiasi",,,,,,,,,,,,,,,,,,,,,,1.0,,,
"Kai visa tai vyko bandera jau buvo pas vokiecius, konsentracijos stovykloje.. ir gana jau ilga laika. O zudynems vadovavo ss. Nematau, ka tokio tas bandera padare... na bet ziurek savo rusiskus multkus gal daugiau jie tau papasakos.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaimynas buvo išnuomavęs... Oi kaip buvo linksma... Nieko blogo tik pastovus karnavalas. Tiek bute, tiek kieme! 🤗",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip Jums atrodo? Kam naudinga supriešinti lietuvius su lenkais, žydais? Kauniečius su vilniečiais? Kas gaivina terminus ""buožė"", išnaudotojas? Kas varo internete ant Lietuvos? Kas atspės? Valatka daugiau negu teisus.",,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,
"Kaip Lietuvos pensininkai,kurie dirbo ir mokėjo visą savo darbo laiką mokesčius? Kaip sunkiomis ligomis sergantys žmonės,kurie miršta dėl to,kad neišgali nusipirkti vaistų,nes net kompensacijų negauna? Jiems niekas,nieko neduoda už dyką.....",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip Partizanai nebego, taip ir ju palikuonys nebegs, buk ramus...pasiustu ne viena cinkuotam karstelyje isvaduotoja"" namucio pas mamyte..""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip Putinas taip rizikuoja su tais separatistiniais šou Ukrainoje, juk ir Rusijoj gali prasidėt dėl to tautų pavasaris koks, o tautų ten daug...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip as Jums pritariu...ir AI nemegstu...nera smagiau ir skaniau isbandyti vietini, tikra maista kokiame seimos restoranelyje...nemegstu ir dideliu viesbuciu,o dar geriau pasiieskoti issinuomoti pas vietinius kambari ar apartamentus..",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip baisu atskirti vaiką nuo tėvo. Tėvas ir motina yra lygūs, gaila, kad tokie Sabatauskai to nesupranta. Jie yra tik seneliai ir niekada vaikui nepakeis tėvo. Reikėtų jau nebesikišti į dukrelės šeimą. O dukrelė jų juokinga, vaikšto į tėvelius įsikibusi, savo vaiką pasigimdė, o dar tėveliams iš paskos vaikšto. Ar čia suaugusio žmogaus elgesys. Aišku, kad ir Lietuvoje turbūt pusę senelių išvarytų ir marčias ir žentus, o paskui patys auklėtų anūkus, bet gerai, kad suaugę vaikai sugeba pasipriešinti tėvų spaudimui ir laikytis savo, o ne tėvų šeimos. Beje, mano draugių atveju, daug moterų išsiskyrė jaunos, nes taip patarė tėvai. Maždaug rasi geresnį, gražesnį. Taip ir liko vienišos mamos su savo mamom gyventi. Aišku, būna ir klinikinių atvejų su smurtu šeimoje, bet panelei reikėjo geriau apsižiūrėti prieš sugulant į lovą. O dabar jau tėvas vaikui yra šventas žmogus ir motinos pareiga yra saugoti tėvo autoritetą, patinka ar nepatinka tai.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip carinės rusijos laikais, jei pavardė lietuviška karjeros nepadarysi. Matyt Lietuvoj nebėra net kam balsuoti.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip galima mažoj žinutėj tiek klaidų pridaryti, nors yra ir razinka: kai tu savo garbinamos valstybės prezidentą putynu"" pavadini. Tikriausiai geriau žinai tikrąjį vado vardą. Taip ir vadinsim.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip ir žali žmogeliukai "" Putinui nežinant padėjo Krymui . Baš na baš , kaip sako patys rusai.Jei ir būtų tiesa , nieko nuostabaus.""",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Kaip jūs naiviai įsivaizduojat, kad bielarusas buvo pūkuotas? Jei jau norima jį išmesti, tai pagrindaa tam yra. Būkite tikri.",,,1.0,,,,,,,,,,,,,,,,,,,,,,
Kaip kas kada sake- 1001 ispejimas Kinijai...,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kaip nelygink ir ukrainiečių su rusais.,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
"Kaip nerealiai atrodo Vitalija, gyvenanti Amerikoj!!! Nu zinot, jei amerikietiskas gyvenimas (iskaitant mesainius) sitaip privercia atrodyt lietuves, tai eina sau... :( pas mus motertis 40-50 metu jau dauguma kitaip atrodo, o cia - kaip dvi seses mama su dukra.",0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,
"Kaip netiketa, nera dar buve ant LT zemes tokiu negeru dalyku.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kaip netiketa😆😆,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kaip pamatau sita ukropiska vistgaidi, tai net nervas paima!

",,,,,,,,,,,,,,,,,,,,,,,,1.0,
"Kaip paskutines kiaules.. visus šiukšles..
ir visi atrodo tokie patenkinti.. šlykštu!",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"Kaip reikia būti pasiruošus ginti savo šalį, mokykimės iš Izraelio.",,,,,,,,,,0.0,,,,,,,,,,,,,,,
Kaip suprantu musu pajegos neturi jokiu priemoniu kad ji operatyviai iš ten iškrapštyti. Nei glušinančiu nei akinančiu granatu....vargšai kvieskit rusus gal padės.,,,,,,,,,,,,,,,,,,,,,,,0.0,,
Kaip svedai labai dziaugiasi babajais!noretu jau atsikratyt bet saukstai po pietu priviso kaip ziurkiu!miestuose daugiau babaju negu svedu!!!,,1.0,,,,,,,,,,,,,,,,,,,,,,,
"Kaip zydai naikina palestiniecius tai ok, kai juos pacirskino tai jau baisu…",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Kaip čia tu tuos IP keiti kaip kojines? Latvių gatvė ištreniravo? Rusija ir žemės ūkis? Umom nieponianiatj. Pasakojo žmonės,kad rusai nemoka gaminti dešrų, tai paskerdžia paršiuką ir suvalgo per vieną dieną. Ura...užtat kokia narodnaja gulianija būna...",,,,,,,,,,,,,,,,,,,,,,,1.0,,
Kalam NATO bazę Lietuvoj ir kuo greičiau!,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kalbant apie angliško arba amerikietiško humoro ypatumus, reikia atkreipti dėmesį į tai, kad kai jų humoristas skelia juokelį, iš užkulisių jį nuolat palydi juoko fonograma, nes tikriausiai jei ne fonograma, tai žiūrovai salėje nelabai suprastų kada reikia pradėti juoktis...",0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
"Kalbejau su ruseliu, tai sake prasti reikalai pas juos...sunku valiuta pasikeist, o algos mazos..tai mesos reciau perka..",,,,,,,,,,,,,,,,,,,,,,,0.0,,
Kalbi Putkino žodžiais šiaip...,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"Kam reikia laikyti inda su antrankiais,kaleime.Vot ir parode savo valdzia Sabatauskas.Indas teisus.Jis atvyko pas savo dukra.Manau,jy reikia paleisti teismo saleje.Jei ka ka pasikarsciaves ir parase,tai cia ne svieto pabaiga.Mazai mes cia patys ka nepasakom supyke.tokios dukros as kaip tevas nepavadinciau...tik kūrva.taip musų kaime sako.Tad nedaryk nesamonių Sabatauskai,ne amzinai busi valdziojke,reikes ir ataskaitas kaskada pateiktiii.Neįsijausk.",,,,,,,,0.0,,,,,,,,,,,,,,,,,
"Kam spausdinti tokias nuotraukas ir žeminti žmones? Geriau negras, negu prasigėręs lietuvis.",,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
"Kam ten klausytis pokalbio. VTD egzamina manau jei turi bent kiek smegenu tikrai islaikytis, o pokalbis, manau visi zino kaip vyklsta. Atrinktas kandidatas is anksto jau zino ko jo bus klausiama, kitaip nei kiti kandidatai, kurie nieko nezino ir pasiruosti negali. Aplamai dar reiketu pakalusyti nebent to, ar abiem likusiems kandidatams buvo uzduodami tie patys klausimai, to pacio lygio. Standartiskai visiems uzduodami vienodi, nes tiesiog kaip ir mineta, atrinktas kandidatas is anksto juos buna gaves, o jei kas perklausytu pokalbiu, nekiltu iratimu, kad kazkam uzdave lengvesnius, kazkam sunkesnius klausimus, jei jie skirtusi. BEt jei cia apsizioplino, tai irasai turetu visska parodyti. Kad 90 proc i aukstus postus valstybeje sukisama savu zmoniu, niekas to net neabejoja, nes kur paziuresi, vien partiniai, ar su partiniais rysiu turintys asmenys. Is gatves atejus patekti i auksta posta sansu praktiskai 0.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kam tie valkatos važiuoja ten kur ju nekvieče,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Kam tokia valdzia kuri kursto kara salies vyduje...,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Kamazistus visus į pavėsį ☝️💖🇮🇱💝,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Kanovicius gerai zino kaip zydai nekencia lietuviu. Kaip juokiamasi is Lietuviu, ir kaip tarp saves joe kalba apie lietuvius.
Kanovicius kad jaustusi saugiai tures isvykti pasiemes jau sukrautus lagaminus I savaja zydu sali, ten bus gal saugu.
Taip geriau nei baimeje gyventi ir nieko daugiau nedaryti tik parazituoti Lietuvoje.
Swastika igis savo originalia reiksme gyvenimo.
Turkai virte zydais pries simtmecius nenustoja kenkti kitoms tautoms. Kur tik jie ten salis sugriauta, sugadinta, isplesta, paskleista neapykanta, zmogaus nuzeminta verte.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"Karas reikalingas politikams.Pirmiausiai Jungtinėms Valstijoms reikalingas naujas karas. Tam, kad išgyventų ekonomika? Tam, kad atsistatytų darbo vietų rinka? Kad klestėtų kapitalizmas? Galbūt. Ir štai dar dėl ko.Kaip praneša „Forbes“, JAV BVP, pirminiais duomenimis, ketvirto ketvirčio metu pirmą kartą per pastaruosius trejus metus krito... ir iš viso per metus krito 0,1 proc., nors ekonomistai laukė 1 proc. BVP augimo. Staigus 15 proc. valstybinių išlaidų sumažinimas privedė prie JAV ekonominio aktyvumo sulėtėjimo. Daugiausia apkarpytas buvo karinis biudžetas, sumažintas 22,2 proc., ir tai tapo masiškiausiu apkarpymu gynybos sferoje po Vietnamo karo pabaigos.Karas suteikia ekonomikai stimulą, o amerikiečiai – kariaujanti nacija: ar ne Antras pasaulinis karas ištraukė juos iš Didžiosios depresijos? O Irako ir Afganistano karai, ilgiausi istorijoje, neabejotinai stimuliavo ekonomiką... karo mašina dvigubai nuo 2000 metų padidėjo nuo 260 milijardų dolerių iki 550 milijardų... BVP išaugo 50 proc. nuo 10 iki 15 trilijonų dolerių... o federalinė skola nuo 5 trilijonų dar tuomet, kai JAV vadovai manė, kad „skola neturi reikšmės“, patrigubėjo iki daugiau nei 15 trilijonų.Ir vis dėlto po karų Afganistane ir Irake užbaigimo kapitalizmui reikalingas naujas ekonominis stimulas, naujas karas. Tai taip amerikietiška – neokonservatoriai mano, kad naujas karas paskatins BVP augimą. Jie galbūt meldžiasi, kad Mažasis Kimas padarytų ką nors impulsyvaus. Tik atsirastų proga.Būtent todėl į Lietuvą atvažiavo JAV senatorius Džonas Makkeinas (John. McCaine)Būtent todėl alandžio 16 d. Krašto apsaugos ministerijoje apsilankę Jungtinių Amerikos Valstijų senatoriai Džonas Makkeinas (John McCain), Džonas Baraso (John Barrasso) ir Džonas Hoevenas (John Hoeven) .Susitikimo metu dalyviai aptarė pastarųjų mėnesių įvykius Ukrainoje ir Rusijos veiksmus, keliančius grėsmę ne tik Ukrainos, bet ir platesnio regiono saugumui.Bet visi užmiršo paminėt,kad būtent be Jungtinių Tautų (JT) Saugumo Tarybos sankcijų pradedavo karą.Lygiai prieš 15 metų, kai 1999 metais kovo mėn. JAV – NATO „protingos“ raketos ir bombos užgriuvo ant Belgrado, Prištinos ir kitų taikių Jugoslavijos miestų. O dar anksčiau, 10-ojo dešimtmečio pačioje pradžioje, toje pačioje žemėje ir veikiant tiems patiems asmenims ši manipuliacija praėjo savo generalinę repeticiją.vakarų valstybių vadovai, pradėję karą prieš Siriją, įvykdys nusikaltimą, už kurį turi.Keturios JAV-NATO „taikdarių“ intervencijos, pradedant nuo 1999 metų (Jugoslavija, Afganistanas, Irakas, Libija), leidžia suformuluoti bendrus šių akcijų požymius pasaulinės politikos kontekste.Visur karai buvo pagristi melagingais pagrindais.Pavyzdžiui karas Afganistane prasidėjo po bokštų - dvynių sprogdinimo 2001 rugsėjo 11-ojo.Bet šiandien net JAV piliečiai kaltino George‚o W.Busho (Džordžo V.Bušo)administracija,kad būtent jie organizavo teroristinį aktą prieš JAV.Šiandien JAV ""svetimomis rankomis"" nori vėl pradėti karą.",0.0,,,,,,,,,,,,,,,,,,,,,,,,
